|soc_code|soc_title|soc_direct_match_title|illustrative_example
3533|43-3071|Tellers|Savings Teller|
3534|43-3071|Tellers|Securities Teller|x
3535|43-3099|Financial Clerks, All Other|Bank Vault Attendant|x
3536|43-3099|Financial Clerks, All Other|Bank Vault Clerk|
3537|43-3099|Financial Clerks, All Other|Bank Vault Custodian|
3538|43-3099|Financial Clerks, All Other|Financial Operations Clerk|
3539|43-3099|Financial Clerks, All Other|Financial Reserve Clerk|x
3540|43-3099|Financial Clerks, All Other|Safe Deposit Clerk|
3541|43-3099|Financial Clerks, All Other|Safety Deposit Clerk|x
3542|43-3099|Financial Clerks, All Other|Vault Teller|
3543|43-4011|Brokerage Clerks|Brokerage Purchase-and-Sale Clerk|
3544|43-4011|Brokerage Clerks|Commodities Clerk|x
3545|43-4011|Brokerage Clerks|Dividend Clerk|x
3546|43-4011|Brokerage Clerks|Securities Clerk|
3547|43-4021|Correspondence Clerks|Claims Correspondence Clerk|
3548|43-4021|Correspondence Clerks|Correspondence Representative|
3549|43-4021|Correspondence Clerks|Correspondence Transcriber|
3550|43-4021|Correspondence Clerks|Customer Service Correspondence Clerk|
3551|43-4021|Correspondence Clerks|Fan Mail Editor|x
3552|43-4021|Correspondence Clerks|Medicare Correspondence Representative|x
3553|43-4021|Correspondence Clerks|Student Loan Correspondent|
3554|43-4031|Court, Municipal, and License Clerks|Circuit Court Clerk|x
3555|43-4031|Court, Municipal, and License Clerks|City Clerk|
3556|43-4031|Court, Municipal, and License Clerks|Court Clerk|
3557|43-4031|Court, Municipal, and License Clerks|Courtroom Clerk|
3558|43-4031|Court, Municipal, and License Clerks|Deputy Court Clerk|
3559|43-4031|Court, Municipal, and License Clerks|Docket Clerk|
3560|43-4031|Court, Municipal, and License Clerks|Dog Licenser|
3561|43-4031|Court, Municipal, and License Clerks|License Clerk|
3562|43-4031|Court, Municipal, and License Clerks|Motor Vehicle License Clerk|x
3563|43-4031|Court, Municipal, and License Clerks|Motor Vehicle Representative|
3564|43-4031|Court, Municipal, and License Clerks|Municipal Clerk|
3565|43-4031|Court, Municipal, and License Clerks|Tax Clerk|
3566|43-4031|Court, Municipal, and License Clerks|Township Clerk|
3567|43-4031|Court, Municipal, and License Clerks|Warrant Clerk|x
3568|43-4041|Credit Authorizers, Checkers, and Clerks|Charge Authorizer|x
3569|43-4041|Credit Authorizers, Checkers, and Clerks|Commercial Credit Reviewer|x
3570|43-4041|Credit Authorizers, Checkers, and Clerks|Credit Authorizer|
3571|43-4041|Credit Authorizers, Checkers, and Clerks|Credit Charge Authorizer|
3572|43-4041|Credit Authorizers, Checkers, and Clerks|Credit Checker|
3573|43-4041|Credit Authorizers, Checkers, and Clerks|Credit Investigator|
3574|43-4041|Credit Authorizers, Checkers, and Clerks|Credit Processor|
3575|43-4041|Credit Authorizers, Checkers, and Clerks|Credit Rating Checker|x
3576|43-4041|Credit Authorizers, Checkers, and Clerks|Credit Reference Clerk|
3577|43-4041|Credit Authorizers, Checkers, and Clerks|Credit Report Checker|
3578|43-4051|Customer Service Representatives|Complaint Clerk|
3579|43-4051|Customer Service Representatives|Contact Center Specialist|
3580|43-4051|Customer Service Representatives|Customer Complaint Clerk|x
3581|43-4051|Customer Service Representatives|Customer Contact Specialist|
3582|43-4051|Customer Service Representatives|Customer Relations Representative|
3583|43-4051|Customer Service Representatives|Customer Support Representative|
3584|43-4051|Customer Service Representatives|Gas Distribution and Emergency Clerk|
3585|43-4051|Customer Service Representatives|Passenger Relations Representative|x
3586|43-4051|Customer Service Representatives|Policyholder Information Clerk|
3587|43-4051|Customer Service Representatives|Warranty Clerk|x
3588|43-4061|Eligibility Interviewers, Government Programs|Medicare Interviewer|x
3589|43-4061|Eligibility Interviewers, Government Programs|Public Housing Interviewer|x
3590|43-4061|Eligibility Interviewers, Government Programs|Social Security Benefits Interviewer|
3591|43-4061|Eligibility Interviewers, Government Programs|Unemployment Benefits Claims Taker|x
3592|43-4061|Eligibility Interviewers, Government Programs|Welfare Interviewer|
3593|43-4071|File Clerks|Cut File Clerk|
3594|43-4071|File Clerks|Document Clerk|x
3595|43-4071|File Clerks|File Keeper|
3596|43-4071|File Clerks|Index Clerk|
3597|43-4071|File Clerks|Records Clerk|x
3598|43-4081|Hotel, Motel, and Resort Desk Clerks|Assistant Innkeeper|
3599|43-4081|Hotel, Motel, and Resort Desk Clerks|Hotel Desk Clerk|
3600|43-4081|Hotel, Motel, and Resort Desk Clerks|Hotel Front Desk Clerk|x
3601|43-4081|Hotel, Motel, and Resort Desk Clerks|Hotel Registration Clerk|x
3602|43-4081|Hotel, Motel, and Resort Desk Clerks|Motel Clerk|
3603|43-4081|Hotel, Motel, and Resort Desk Clerks|Motel Front Desk Attendant|
3604|43-4081|Hotel, Motel, and Resort Desk Clerks|Resort Desk Clerk|
3605|43-4111|Interviewers, Except Eligibility and Loan|Admitting Interviewer|
3606|43-4111|Interviewers, Except Eligibility and Loan|Census Clerk|
3607|43-4111|Interviewers, Except Eligibility and Loan|Census Taker|x
3608|43-4111|Interviewers, Except Eligibility and Loan|Field Enumerator|
3609|43-4111|Interviewers, Except Eligibility and Loan|Market Research Interviewer|x
3610|43-4111|Interviewers, Except Eligibility and Loan|Outpatient Interviewing Clerk|x
3611|43-4111|Interviewers, Except Eligibility and Loan|Survey Interviewer|
3612|43-4111|Interviewers, Except Eligibility and Loan|Telephone Interviewer|
3613|43-4121|Library Assistants, Clerical|Book Sorter|
3614|43-4121|Library Assistants, Clerical|Braille and Talking Books Clerk|x
3615|43-4121|Library Assistants, Clerical|Circulation Clerk|x
3616|43-4121|Library Assistants, Clerical|Film Library Clerk|
3617|43-4121|Library Assistants, Clerical|Library Aide|
3618|43-4121|Library Assistants, Clerical|Library Assistant|
3619|43-4121|Library Assistants, Clerical|Library Circulation Clerk|
3620|43-4121|Library Assistants, Clerical|Library Clerk|
3621|43-4121|Library Assistants, Clerical|Medical Library Assistant|
3622|43-4121|Library Assistants, Clerical|Microfilm Clerk|x
3623|43-4131|Loan Interviewers and Clerks|Loan Interviewer|
3624|43-4131|Loan Interviewers and Clerks|Loan Processor|x
3625|43-4131|Loan Interviewers and Clerks|Mortgage Closing Clerk|
3626|43-4131|Loan Interviewers and Clerks|Mortgage Loan Closer|x
3627|43-4131|Loan Interviewers and Clerks|Mortgage Loan Processing Clerk|
3628|43-4131|Loan Interviewers and Clerks|Mortgage Loan Processor|
3629|43-4131|Loan Interviewers and Clerks|Mortgage Processor|
3630|43-4141|New Accounts Clerks|Banking Services Clerk|x
3631|43-4141|New Accounts Clerks|New Accounts Banking Representative|x
3632|43-4141|New Accounts Clerks|New Client Banking Services Clerk|
3633|43-4151|Order Clerks|Catalogue Clerk|x
3634|43-4151|Order Clerks|Classified Ad Clerk|x
3635|43-4151|Order Clerks|Mail Order Clerk|
3636|43-4151|Order Clerks|Order Desk Clerk|
3637|43-4151|Order Clerks|Service Order Clerk|
3638|43-4151|Order Clerks|Subscription Clerk|x
3639|43-4151|Order Clerks|Want Ad Clerk|
3640|43-4161|Human Resources Assistants, Except Payroll and Timekeeping|Employment Clerk|
3641|43-4161|Human Resources Assistants, Except Payroll and Timekeeping|HR Clerk|x
3642|43-4161|Human Resources Assistants, Except Payroll and Timekeeping|Personnel Clerk|x
3643|43-4171|Receptionists and Information Clerks|Appointment Clerk|x
3644|43-4171|Receptionists and Information Clerks|Dental Receptionist|
3645|43-4171|Receptionists and Information Clerks|Front Desk Receptionist|x
3646|43-4171|Receptionists and Information Clerks|Land Leasing Information Clerk|x
3647|43-4181|Reservation and Transportation Ticket Agents and Travel Clerks|Airline Reservation Agent|
3648|43-4181|Reservation and Transportation Ticket Agents and Travel Clerks|Airline Reservationist|
3649|43-4181|Reservation and Transportation Ticket Agents and Travel Clerks|Airline Ticket Agent|x
3650|43-4181|Reservation and Transportation Ticket Agents and Travel Clerks|Gate Agent|x
3651|43-4181|Reservation and Transportation Ticket Agents and Travel Clerks|Hotel Reservationist|x
3652|43-4181|Reservation and Transportation Ticket Agents and Travel Clerks|Passenger Agent|
3653|43-4181|Reservation and Transportation Ticket Agents and Travel Clerks|Passenger Booking Clerk|
3654|43-4181|Reservation and Transportation Ticket Agents and Travel Clerks|Reservation Agent|
3655|43-4181|Reservation and Transportation Ticket Agents and Travel Clerks|Reservation Sales Agent|
3656|43-4181|Reservation and Transportation Ticket Agents and Travel Clerks|Train Clerk|
3657|43-4181|Reservation and Transportation Ticket Agents and Travel Clerks|Train Reservation Clerk|x
3658|43-4181|Reservation and Transportation Ticket Agents and Travel Clerks|Transportation Clerk|
3659|43-4181|Reservation and Transportation Ticket Agents and Travel Clerks|Travel Clerk|
3660|43-4199|Information and Record Clerks, All Other|Election Clerk|x
3661|43-4199|Information and Record Clerks, All Other|Flight Crew Scheduler|
3662|43-4199|Information and Record Clerks, All Other|Probate Clerk|x
3663|43-4199|Information and Record Clerks, All Other|Student Admissions Clerk|x
3664|43-5011|Cargo and Freight Agents|Cargo Agent|
3665|43-5011|Cargo and Freight Agents|Cargo Router|x
3666|43-5011|Cargo and Freight Agents|Freight Agent|
3667|43-5011|Cargo and Freight Agents|Freight Shipping Agent|x
3668|43-5021|Couriers and Messengers|Bank Courier|
3669|43-5021|Couriers and Messengers|Bicycle Messenger|x
3670|43-5021|Couriers and Messengers|Courier|
3671|43-5021|Couriers and Messengers|Court Messenger|
3672|43-5021|Couriers and Messengers|Laboratory Courier|x
3673|43-5021|Couriers and Messengers|Office Messenger|
3674|43-5021|Couriers and Messengers|Office Runner|x
3675|43-5031|Public Safety Telecommunicators|911 Dispatcher|
3676|43-5031|Public Safety Telecommunicators|911 Operator|x
3677|43-5031|Public Safety Telecommunicators|Ambulance Dispatcher|
3678|43-5031|Public Safety Telecommunicators|Emergency Communications Dispatcher|
3679|43-5031|Public Safety Telecommunicators|Emergency Communications Operator|
3680|43-5031|Public Safety Telecommunicators|Emergency Operator|x
3681|43-5031|Public Safety Telecommunicators|Emergency Telecommunications Dispatcher|
3682|43-5031|Public Safety Telecommunicators|Fire Dispatcher|
3683|43-5031|Public Safety Telecommunicators|Police Dispatcher|
3684|43-5031|Public Safety Telecommunicators|Police Radio Dispatcher|
3685|43-5031|Public Safety Telecommunicators|Public Safety Dispatcher|x
3686|43-5031|Public Safety Telecommunicators|Public Safety Telecommunicator|x
3687|43-5032|Dispatchers, Except Police, Fire, and Ambulance|Airplane Dispatch Clerk|
3688|43-5032|Dispatchers, Except Police, Fire, and Ambulance|Auto Service Dispatcher|
3689|43-5032|Dispatchers, Except Police, Fire, and Ambulance|Bus Dispatcher|
3690|43-5032|Dispatchers, Except Police, Fire, and Ambulance|Crew Dispatcher|
3691|43-5032|Dispatchers, Except Police, Fire, and Ambulance|Maintenance Dispatcher|
3692|43-5032|Dispatchers, Except Police, Fire, and Ambulance|School Bus Dispatcher|
3693|43-5032|Dispatchers, Except Police, Fire, and Ambulance|Taxicab Dispatcher|x
3694|43-5032|Dispatchers, Except Police, Fire, and Ambulance|Tow Truck Dispatcher|x
3695|43-5032|Dispatchers, Except Police, Fire, and Ambulance|Train Dispatcher|x
3696|43-5032|Dispatchers, Except Police, Fire, and Ambulance|Truck Dispatcher|
3697|43-5041|Meter Readers, Utilities|Electric Meter Reader|x
3698|43-5041|Meter Readers, Utilities|Gas Meter Reader|x
3699|43-5041|Meter Readers, Utilities|Water Meter Reader|x
3700|43-5051|Postal Service Clerks|Bulk Mail Clerk|x
3701|43-5051|Postal Service Clerks|Bulk Mail Technician|
3702|43-5051|Postal Service Clerks|Parcel Post Clerk|x
3703|43-5051|Postal Service Clerks|Postal Clerk|
3704|43-5051|Postal Service Clerks|Postal Service Clerk|
3705|43-5051|Postal Service Clerks|Postal Service Window Clerk|x
3706|43-5052|Postal Service Mail Carriers|City Letter Carrier|
3707|43-5052|Postal Service Mail Carriers|Letter Carrier|x
3708|43-5052|Postal Service Mail Carriers|Mail Deliverer|x
3709|43-5052|Postal Service Mail Carriers|Parcel Post Carrier|
3710|43-5052|Postal Service Mail Carriers|Postal Mail Carrier|
3711|43-5052|Postal Service Mail Carriers|Rural Mail Carrier|
3712|43-5052|Postal Service Mail Carriers|Rural Route Carrier|x
3713|43-5052|Postal Service Mail Carriers|USPS Letter Carrier|
3714|43-5053|Postal Service Mail Sorters, Processors, and Processing Machine Operators|Flat Sorter Operator|
3715|43-5053|Postal Service Mail Sorters, Processors, and Processing Machine Operators|Flat Sorting Machine Clerk|x
3716|43-5053|Postal Service Mail Sorters, Processors, and Processing Machine Operators|Mail Forwarding System Markup Clerk|x
3717|43-5053|Postal Service Mail Sorters, Processors, and Processing Machine Operators|Parcel Post Distribution Machine Operator|
3718|43-5053|Postal Service Mail Sorters, Processors, and Processing Machine Operators|Post Office Markup Clerk|
3719|43-5053|Postal Service Mail Sorters, Processors, and Processing Machine Operators|Postal Service Mail Processor|
3720|43-5053|Postal Service Mail Sorters, Processors, and Processing Machine Operators|Small Package and Bundle Sorter Clerk|
3721|43-5061|Production, Planning, and Expediting Clerks|Expeditor|x
3722|43-5061|Production, Planning, and Expediting Clerks|Material Control Clerk|x
3723|43-5061|Production, Planning, and Expediting Clerks|Material Expediter|
3724|43-5061|Production, Planning, and Expediting Clerks|Mill Recorder|
3725|43-5061|Production, Planning, and Expediting Clerks|Production Control Clerk|
3726|43-5061|Production, Planning, and Expediting Clerks|Production Control Coordinating Clerk|
3727|43-5061|Production, Planning, and Expediting Clerks|Production Control Coordinator|
3728|43-5061|Production, Planning, and Expediting Clerks|Production Scheduler|x
3729|43-5061|Production, Planning, and Expediting Clerks|Work Ticket Distributor|
3730|43-5071|Shipping, Receiving, and Inventory Clerks|Freight Clerk|
3731|43-5071|Shipping, Receiving, and Inventory Clerks|Incoming Freight Clerk|x
3732|43-5071|Shipping, Receiving, and Inventory Clerks|Inventory Control Clerk|
3733|43-5071|Shipping, Receiving, and Inventory Clerks|Inventory Taker|
3734|43-5071|Shipping, Receiving, and Inventory Clerks|Receiving Clerk|
3735|43-5071|Shipping, Receiving, and Inventory Clerks|Reconsignment Clerk|
3736|43-5071|Shipping, Receiving, and Inventory Clerks|Route Delivery Clerk|x
3737|43-5071|Shipping, Receiving, and Inventory Clerks|Shipping and Receiving Clerk|
3738|43-5071|Shipping, Receiving, and Inventory Clerks|Shipping Order Clerk|
3739|43-5071|Shipping, Receiving, and Inventory Clerks|Stockroom Attendant|
3740|43-5071|Shipping, Receiving, and Inventory Clerks|Stockroom Clerk|
3741|43-5071|Shipping, Receiving, and Inventory Clerks|Store Receiving Clerk|x
3742|43-5071|Shipping, Receiving, and Inventory Clerks|Supply Clerk|
3743|43-5071|Shipping, Receiving, and Inventory Clerks|Supply Room Clerk|
3744|43-5071|Shipping, Receiving, and Inventory Clerks|Tool Crib Attendant|
3745|43-5071|Shipping, Receiving, and Inventory Clerks|Warehouse Clerk|x
3746|43-5111|Weighers, Measurers, Checkers, and Samplers, Recordkeeping|Bean Weigher|
3747|43-5111|Weighers, Measurers, Checkers, and Samplers, Recordkeeping|Cheese Weigher|x
3748|43-5111|Weighers, Measurers, Checkers, and Samplers, Recordkeeping|Freight Checker|
3749|43-5111|Weighers, Measurers, Checkers, and Samplers, Recordkeeping|Sample Checker|
3750|43-5111|Weighers, Measurers, Checkers, and Samplers, Recordkeeping|Scale Attendant|x
3751|43-5111|Weighers, Measurers, Checkers, and Samplers, Recordkeeping|Scale Clerk|
3752|43-5111|Weighers, Measurers, Checkers, and Samplers, Recordkeeping|Scale Operator|
3753|43-5111|Weighers, Measurers, Checkers, and Samplers, Recordkeeping|Warehouse Checker|
3754|43-5111|Weighers, Measurers, Checkers, and Samplers, Recordkeeping|Weighing Station Operator|x
3755|43-5111|Weighers, Measurers, Checkers, and Samplers, Recordkeeping|Wool Sampler|
3756|43-6011|Executive Secretaries and Executive Administrative Assistants|Executive Assistant|x
3757|43-6012|Legal Secretaries and Administrative Assistants|Accredited Legal Secretary|
3758|43-6012|Legal Secretaries and Administrative Assistants|Certified Legal Secretary Specialist|
3759|43-6012|Legal Secretaries and Administrative Assistants|Law Secretary|x
3760|43-6012|Legal Secretaries and Administrative Assistants|Legal Administrative Assistant|x
3761|43-6013|Medical Secretaries and Administrative Assistants|Dental Secretary|x
3762|43-6013|Medical Secretaries and Administrative Assistants|Hospital Secretary|
3763|43-6013|Medical Secretaries and Administrative Assistants|Psychiatric Secretary|x
3764|43-6014|Secretaries and Administrative Assistants, Except Legal, Medical, and Executive|Alumni Secretary|
3765|43-6014|Secretaries and Administrative Assistants, Except Legal, Medical, and Executive|Office Secretary|x
3766|43-6014|Secretaries and Administrative Assistants, Except Legal, Medical, and Executive|Personal Secretary|x
3767|43-6014|Secretaries and Administrative Assistants, Except Legal, Medical, and Executive|Real Estate Administrative Assistant|
3768|43-9021|Data Entry Keyers|Customs Entry Clerk|
3769|43-9021|Data Entry Keyers|Data Entry Clerk|
3770|43-9021|Data Entry Keyers|Data Input Clerk|x
3771|43-9021|Data Entry Keyers|Data Keyer|
3772|43-9021|Data Entry Keyers|Data Processing Clerk|
3773|43-9021|Data Entry Keyers|Data Typist|x
3774|43-9021|Data Entry Keyers|Key Punch Operator|
3775|43-9021|Data Entry Keyers|Keypunch Operator|
3776|43-9021|Data Entry Keyers|Keypuncher|
3777|43-9022|Word Processors and Typists|Clerk Typist|x
3778|43-9022|Word Processors and Typists|Dictaphone Typist|
3779|43-9022|Word Processors and Typists|Statistical Typist|
3780|43-9022|Word Processors and Typists|Transcription Typist|x
3781|43-9022|Word Processors and Typists|Typist|
3782|43-9022|Word Processors and Typists|Word Processor|
3783|43-9031|Desktop Publishers|Desktop Publishing Specialist|x
3784|43-9031|Desktop Publishers|DTP Operator|
3785|43-9031|Desktop Publishers|Electronic Console Display Operator|
3786|43-9031|Desktop Publishers|Electronic Imager|
3787|43-9031|Desktop Publishers|Electronic Pagination System Operator|
3788|43-9031|Desktop Publishers|Electronic Publisher|x
3789|43-9031|Desktop Publishers|Electronic Publishing Specialist|
3790|43-9041|Insurance Claims and Policy Processing Clerks|Insurance Claims Clerk|
3791|43-9041|Insurance Claims and Policy Processing Clerks|Insurance Clerk|
3792|43-9041|Insurance Claims and Policy Processing Clerks|Insurance Examining Clerk|
3793|43-9041|Insurance Claims and Policy Processing Clerks|Insurance Policy Issue Clerk|x
3794|43-9041|Insurance Claims and Policy Processing Clerks|Underwriting Assistant|
3795|43-9041|Insurance Claims and Policy Processing Clerks|Underwriting Clerk|x
3796|43-9051|Mail Clerks and Mail Machine Operators, Except Postal Service|Direct Mail Clerk|x
3797|43-9051|Mail Clerks and Mail Machine Operators, Except Postal Service|Mailroom Clerk|x
3798|43-9051|Mail Clerks and Mail Machine Operators, Except Postal Service|Packaging Clerk|x
3799|43-9061|Office Clerks, General|Administrative Clerk|x
3800|43-9061|Office Clerks, General|Office Assistant|x
3801|43-9061|Office Clerks, General|Office Clerk|
3802|43-9061|Office Clerks, General|Real Estate Clerk|x
3803|43-9071|Office Machine Operators, Except Computer|Business Machine Operator|
3804|43-9071|Office Machine Operators, Except Computer|Coin Machine Operator|
3805|43-9071|Office Machine Operators, Except Computer|Coin Rolling Machine Operator|
3806|43-9071|Office Machine Operators, Except Computer|Coin Wrapping Machine Operator|x
3807|43-9071|Office Machine Operators, Except Computer|Collator Operator|
3808|43-9071|Office Machine Operators, Except Computer|Copy Center Operator|
3809|43-9071|Office Machine Operators, Except Computer|Copy Machine Operator|x
3810|43-9071|Office Machine Operators, Except Computer|Duplicating Machine Operator|
3811|43-9071|Office Machine Operators, Except Computer|Scanning Equipment Operators|x
3812|43-9081|Proofreaders and Copy Markers|Braille Proofreader|x
3813|43-9081|Proofreaders and Copy Markers|Clerical Proofreader|
3814|43-9081|Proofreaders and Copy Markers|Copy Reader|x
3815|43-9081|Proofreaders and Copy Markers|Editorial Assistant|x
3816|43-9081|Proofreaders and Copy Markers|Format Proofreader|
3817|43-9081|Proofreaders and Copy Markers|Proofreader|
3818|43-9111|Statistical Assistants|Actuarial Assistant|x
3819|43-9111|Statistical Assistants|Actuary Clerk|
3820|43-9111|Statistical Assistants|Data Analysis Assistant|
3821|43-9111|Statistical Assistants|Statistical Clerk|x
3822|43-9111|Statistical Assistants|Tariff Compiling Clerk|
3823|43-9199|Office and Administrative Support Workers, All Other|Braille Transcriber|
3824|43-9199|Office and Administrative Support Workers, All Other|Envelope Stuffer|x
3825|43-9199|Office and Administrative Support Workers, All Other|Fingerprint Clerk|x
3826|43-9199|Office and Administrative Support Workers, All Other|Investigation Clerk|
3827|43-9199|Office and Administrative Support Workers, All Other|Newspaper Inserter|
3828|43-9199|Office and Administrative Support Workers, All Other|Notary Public|x
3829|45-1011|First-Line Supervisors of Farming, Fishing, and Forestry Workers|Animal Caretaker Supervisor|
3830|45-1011|First-Line Supervisors of Farming, Fishing, and Forestry Workers|Aquacultural Worker Supervisor|
3831|45-1011|First-Line Supervisors of Farming, Fishing, and Forestry Workers|Corn Crop Supervisor|
3832|45-1011|First-Line Supervisors of Farming, Fishing, and Forestry Workers|Corral Boss|x
3833|45-1011|First-Line Supervisors of Farming, Fishing, and Forestry Workers|Cranberry Bog Supervisor|x
3834|45-1011|First-Line Supervisors of Farming, Fishing, and Forestry Workers|Farm Supervisor|
3835|45-1011|First-Line Supervisors of Farming, Fishing, and Forestry Workers|Farrowing Manager|
3836|45-1011|First-Line Supervisors of Farming, Fishing, and Forestry Workers|Feed Manager|
3837|45-1011|First-Line Supervisors of Farming, Fishing, and Forestry Workers|Fish Hatchery Supervisor|x
3838|45-1011|First-Line Supervisors of Farming, Fishing, and Forestry Workers|Harvest Crew Supervisor|
3839|45-1011|First-Line Supervisors of Farming, Fishing, and Forestry Workers|Harvest Manager|
3840|45-1011|First-Line Supervisors of Farming, Fishing, and Forestry Workers|Logging Crew Supervisor|
3841|45-1011|First-Line Supervisors of Farming, Fishing, and Forestry Workers|Picking Crew Supervisor|
3842|45-1011|First-Line Supervisors of Farming, Fishing, and Forestry Workers|Planting Supervisor|
3843|45-1011|First-Line Supervisors of Farming, Fishing, and Forestry Workers|Ranch Hand Supervisor|
3844|45-2011|Agricultural Inspectors|Cattle Examiner|x
3845|45-2011|Agricultural Inspectors|Cattle Inspector|
3846|45-2011|Agricultural Inspectors|Grain Sampler|x
3847|45-2011|Agricultural Inspectors|Meat and Poultry Inspector|
3848|45-2011|Agricultural Inspectors|Milk Tester|x
3849|45-2011|Agricultural Inspectors|Wheat Inspector|
3850|45-2021|Animal Breeders|Cat Breeder|
3851|45-2021|Animal Breeders|Dairy Husbandry Worker|x
3852|45-2021|Animal Breeders|Dog Breeder|
3853|45-2021|Animal Breeders|Equine Breeder|
3854|45-2021|Animal Breeders|Horse Breeder|x
3855|45-2021|Animal Breeders|Livestock Breeder|
3856|45-2021|Animal Breeders|Poultry Inseminator|
3857|45-2021|Animal Breeders|Stallion Manager|
3858|45-2041|Graders and Sorters, Agricultural Products|Apple Sorter|
3859|45-2041|Graders and Sorters, Agricultural Products|Cherry Sorter|
3860|45-2041|Graders and Sorters, Agricultural Products|Cotton Grader|x
3861|45-2041|Graders and Sorters, Agricultural Products|Egg Grader|x
3862|45-2041|Graders and Sorters, Agricultural Products|Fruit Sorter|x
3863|45-2041|Graders and Sorters, Agricultural Products|Meat Grader|x
3864|45-2041|Graders and Sorters, Agricultural Products|Oyster Sorter|
3865|45-2041|Graders and Sorters, Agricultural Products|Peanut Grader|
3866|45-2041|Graders and Sorters, Agricultural Products|Potato Sorter|
3867|45-2041|Graders and Sorters, Agricultural Products|Seed Sorter|
3868|45-2041|Graders and Sorters, Agricultural Products|Strawberry Sorter|
3869|45-2041|Graders and Sorters, Agricultural Products|Vegetable Sorter|
3870|45-2041|Graders and Sorters, Agricultural Products|Wool Grader|
3871|45-2091|Agricultural Equipment Operators|Cane Flume Chute Operator|
3872|45-2091|Agricultural Equipment Operators|Combine Driver|
3873|45-2091|Agricultural Equipment Operators|Combine Operator|x
3874|45-2091|Agricultural Equipment Operators|Corn Detasseler Machine Operator|
3875|45-2091|Agricultural Equipment Operators|Cotton Ginner|
3876|45-2091|Agricultural Equipment Operators|Cotton Picker Operator|
3877|45-2091|Agricultural Equipment Operators|Custom Harvester|
3878|45-2091|Agricultural Equipment Operators|Farm Tractor Operator|
3879|45-2091|Agricultural Equipment Operators|Feed Mixer Operator|x
3880|45-2091|Agricultural Equipment Operators|Hay Baler|x
3881|45-2091|Agricultural Equipment Operators|Hay Stacker Operator|
3882|45-2091|Agricultural Equipment Operators|Rake Operator|
3883|45-2091|Agricultural Equipment Operators|Replanting Machine Operator|
3884|45-2091|Agricultural Equipment Operators|Tractor Operator|x
3885|45-2091|Agricultural Equipment Operators|Wheat Combine Driver|
3886|45-2092|Farmworkers and Laborers, Crop, Nursery, and Greenhouse|Cane Cutter|
3887|45-2092|Farmworkers and Laborers, Crop, Nursery, and Greenhouse|Carrot Harvester|
3888|45-2092|Farmworkers and Laborers, Crop, Nursery, and Greenhouse|Citrus Picker|
3889|45-2092|Farmworkers and Laborers, Crop, Nursery, and Greenhouse|Corn Picker|
3890|45-2092|Farmworkers and Laborers, Crop, Nursery, and Greenhouse|Cotton Picker|
3891|45-2092|Farmworkers and Laborers, Crop, Nursery, and Greenhouse|Crop Picker|
3892|45-2092|Farmworkers and Laborers, Crop, Nursery, and Greenhouse|Flower Picker|
3893|45-2092|Farmworkers and Laborers, Crop, Nursery, and Greenhouse|Greenhouse Transplanter|x
3894|45-2092|Farmworkers and Laborers, Crop, Nursery, and Greenhouse|Harvest Worker|
3895|45-2092|Farmworkers and Laborers, Crop, Nursery, and Greenhouse|Harvester|
3896|45-2092|Farmworkers and Laborers, Crop, Nursery, and Greenhouse|Orchard Hand|
3897|45-2092|Farmworkers and Laborers, Crop, Nursery, and Greenhouse|Orchard Worker|
3898|45-2092|Farmworkers and Laborers, Crop, Nursery, and Greenhouse|Pecan Gatherer|x
3899|45-2092|Farmworkers and Laborers, Crop, Nursery, and Greenhouse|Pepper Picker|x
3900|45-2092|Farmworkers and Laborers, Crop, Nursery, and Greenhouse|Vineyard Tender|
3901|45-2093|Farmworkers, Farm, Ranch, and Aquacultural Animals|Aquaculture Worker|
3902|45-2093|Farmworkers, Farm, Ranch, and Aquacultural Animals|Barn Hand|
3903|45-2093|Farmworkers, Farm, Ranch, and Aquacultural Animals|Barn Worker|
3904|45-2093|Farmworkers, Farm, Ranch, and Aquacultural Animals|Cattle Brander|x
3905|45-2093|Farmworkers, Farm, Ranch, and Aquacultural Animals|Cattle Driver|
3906|45-2093|Farmworkers, Farm, Ranch, and Aquacultural Animals|Chicken Handler|
3907|45-2093|Farmworkers, Farm, Ranch, and Aquacultural Animals|Chicken Vaccinator|
3908|45-2093|Farmworkers, Farm, Ranch, and Aquacultural Animals|Cow Tender|
3909|45-2093|Farmworkers, Farm, Ranch, and Aquacultural Animals|Egg Gatherer|
3910|45-2093|Farmworkers, Farm, Ranch, and Aquacultural Animals|Farrowing Worker|
3911|45-2093|Farmworkers, Farm, Ranch, and Aquacultural Animals|Goat Herder|
3912|45-2093|Farmworkers, Farm, Ranch, and Aquacultural Animals|Groom|
3913|45-2093|Farmworkers, Farm, Ranch, and Aquacultural Animals|Hatchery Worker|
3914|45-2093|Farmworkers, Farm, Ranch, and Aquacultural Animals|Livestock Handler|
3915|45-2093|Farmworkers, Farm, Ranch, and Aquacultural Animals|Poultry Debeaker|
3916|45-2093|Farmworkers, Farm, Ranch, and Aquacultural Animals|Ranch Hand|
3917|45-2093|Farmworkers, Farm, Ranch, and Aquacultural Animals|Sheep Shearer|x
3918|45-2093|Farmworkers, Farm, Ranch, and Aquacultural Animals|Shrimp Pond Laborer|x
3919|45-2099|Agricultural Workers, All Other|Crop Scout|x
